0,1
اثنعش الا ربع الظهر.,الساعة الحادية عشر وخمس وأربعون دقيقة في الصباح .
وين اقرب خياط؟,أين أقرب حائك للفساتين ؟
إننا نعتبر واشنطن العاصمة مركز السياسة العالمية .,إننا نعتبر واشنطن العاصمة مركز السياسة العالمية .
هل هذا مغلق ؟,هل هذا مغلق ؟
نسيت حقيبتي.,لقد نسيت أن آخذ حقيبتي اليدوية .
هذي واجد لذيذ.,إنها لذيذة جداً .
هل تعتقد؟,أتظن ذلك ؟
هل لديك أطفال ؟,هل لديك أطفال ؟
انت هني حق شهر العسل؟,هل أنت هنا لقضاء شهر العسل ؟
تبدوا تقريبا متطابقة .,تبدوا تقريبا متطابقة .
الحين، خلاص انقبلت المكالمه. تفضل لو سمحت.,الآن ، مكالمتك ردت . تفضل من فضلك .
هل يمكن أن توصله بحلول الغد ؟,هل يمكن أن توصله بحلول الغد ؟
اوه. غريبة اشوفك هني.,آه . كم كنت مشتاق لرؤيتك هنا .
أريد الانتظار لعدد قليل آخر من الساعات بعد وقت المغادرة .,أريد الانتظار لعدد قليل آخر من الساعات بعد وقت المغادرة .
تقدر تسويه الليلة؟,هل يسعك أن تفرغ من هذا قبل حلول الليل ؟
أيمكنني أن أقدم لك أي شيء ؟,أيمكنني أن أقدم لك أي شيء ؟
سوف آتي لأراك في العاشرة يوم الجمعة .,سوف آتي لأراك في العاشرة يوم الجمعة .
هل ترغب في تناول الغداء معنا ؟,هل ترغب في تناول الغداء معنا ؟
وين اقدر احصل كتيب؟,من أين يمكن أن أحصل على كتيب ؟
كم سعر الدرجة الأولى؟,ما هي قيمة التذكرة درجة أولي ؟
عندك كعب؟,هل لديك كعب ؟
أود أن أضع مقتنياتي في صندوق الأمانات .,أود أن أضع مقتنياتي في صندوق الأمانات .
ابغي اكل فرنسي.,أريد طعاماً فرنسياً .
أكيد. روح سيدا بعدين لف يمين عند ثالث زاوية، حتلاقيه يمينك.,بالتأكيد . سر في خط مستقيم ثم اتجه يميناُ عند الناصية الثالثة . ستجده على يمينك .
قبل ما نوقف، ممكن تعطيني شوية وقت؟,قبل أن ننهي العمل ، هلا أعطيتني بضعة دقائق ؟
لا تقلق . إنها ليست بعيدة من البلدة .,لا تقلق . إنها ليست بعيدة من البلدة .
أيمكنك أن تغير الإطار ، من فضلك ؟,أيمكنك أن تغير الإطار ، من فضلك ؟
أين يوجد مكان لطيف لقضاء نزهة ليوم واحد ؟,أين يوجد مكان لطيف لقضاء نزهة ليوم واحد ؟
مرات معدتي تآلمني.,تؤلمني معدتي أحياناً .
ممكن تقلصني؟,هل يمكنك أن تجر سيارتي ؟
هل يمكنني أن أحضر هذا على متن الطائرة ؟,هل يمكنني أن أحضر هذا على متن الطائرة ؟
إنني بعيد عن صديقي ، نود لو نجلس معاً .,إنني بعيد عن صديقي ، نود لو نجلس معاً .
أريد استئجار كرسي مركب .,أريد استئجار كرسي مركب .
متى يغادر القطار الياي لبوسطن؟,متى يغادر القطار التالي إلى بوسطن ؟
هالطبق من شو مسوأي؟,ما هي مكونات هذا الطبق ؟
بغيت فانيلة يدها طويلة.,أريد رداءا ذات أكمام طويلة .
ينبغي ألا أشرب أي شيء يحتوي على ملح .,ينبغي ألا أشرب أي شيء يحتوي على ملح .
ما هذا المكان الذي نمر به الآن ؟,ما هذا المكان الذي نمر به الآن ؟
نعم ، أنت كذلك .,نعم ، أنت كذلك .
تفضل، سيدي.,استمر يا سيدي .
أريد إلغاء الأطباق الأخرى لأنه يستغرق وقتاً طويلاً .,أريد إلغاء الأطباق الأخرى لأنه يستغرق وقتاً طويلاً .
مساء الخير. هلا.,مساء الخير . أهلا .
أود أن أدفع فاتورتي .,أود أن أدفع فاتورتي .
هل يمكن أن أرسل هذا بأسلوب التوصيل النقل العام ؟,هل يمكن أن أرسل هذا بأسلوب التوصيل النقل العام ؟
كم يكلفني اذا خليت السيارة؟,ما التكلفة إذا تركت السيارة ؟
يصير خمس دولارات وثلاثين سنت.,يبلغ إجمالي الثمن خمسة دولارات وثلاثين سنتا .
هذي يعتمد على التوقيت.,هذا يعتمد على التوقيت .
ممكن تعيد اللي قلته مرة ثانية؟,هل يمكنك أن تكرر ما قلت ؟
مو متأكد الحين.,لست متأكداً الآن .
يصير استريح في فندق قريب من هني؟,هل يمكنني أخذ فترة راحة في فندق بالقرب من هنا ؟
وين اقدر اشتري طوابع؟,أين أستطيع أن أشتري طوابع ؟
بكم لليوم؟,ما تكلفة هذا في اليوم ؟
أريد شيئاً خفيفاً .,أريد شيئاً خفيفاً .
هلا لففتها ، من فضلك ؟,هلا لففتها ، من فضلك ؟
أول وقت كان من منتصف أكتوبر .,أول وقت كان من منتصف أكتوبر .
"لا حقيقة , أنا أخشى ذلك , يمكنك أن تركب مترو الإنفاق من هنا بمخاطرة منك إذا صح أن يقال .","لا حقيقة , أنا أخشى ذلك , يمكنك أن تركب مترو الإنفاق من هنا بمخاطرة منك إذا صح أن يقال ."
هذي ياقوت. ما عندنا الا واحد من هالنوع وهذي أحسن شي يتعلق عندي. تبغي تجرب تلبسه؟,إنه ياقوت . لدينا بروش واحد فقط من هذا النوع وهو أحد مصوغاتي المفضّلة . هلا جربت أن ترتديه ؟
لو سمحت اصرف لي جيك شخصي.,من فضلك اصرف شيك شخصي .
هل لك أن بريني ساعة اليد تلك ؟,هل لك أن بريني ساعة اليد تلك ؟
جوازي وخمسة آلاف دولار كاش انباقوا.,لقد سرق جواز سفري مع خمسة آلاف دولار نقداً .
طبعاً لا. بطرش لك رسالة أول ما اوصل. مع السلامة، سيد ناقانو.,بالطبع لا . سوف أكتب لك بمجرد وصولي إلى المنزل . وداعا ، السيد ناجانو .
ابغى استأجر كرسي السفينة.,أريد استئجار كرسي مركب .
هل لديكم فول سوداني ؟,هل لديكم فول سوداني ؟
اقدر اخذ صحيفة يابانية، من فضلك؟,"هل يمكن أن أختر جريدة يابانية , من فضلك ؟"
إذا حدث ذلك ، من فضلك أتصل بي .,إذا حدث ذلك ، من فضلك أتصل بي .
تشغل أشخاصاً جدد في أبريل .,تشغل أشخاصاً جدد في أبريل .
هلا بدلت شموع الاحتراق هذه من فضلك ؟,هلا بدلت شموع الاحتراق هذه من فضلك ؟
من فضلك أبلغنا برسالة عندما يفتح أحدها .,من فضلك أبلغنا برسالة عندما يفتح أحدها .
وين نشأ سمج الزبيدي هذي؟,أين نشأت سمكات الفراش هذه ؟
أتظن ذلك ؟,أتظن ذلك ؟
هل هناك أي صناديق بريد قريبة من هنا ؟,هل هناك أي صناديق بريد قريبة من هنا ؟
إذا كانت الرياح ليست قوية جدا، نقدر نروح إلى تيكي بوينت.,يمكننا الذهاب إلى نقطة تيكي إذا لم تكن الريح قوية .
"نصف زجاجة , من فضلك .","نصف زجاجة , من فضلك ."
شرايك؟,ماذا كان انطباعك ؟
ممكن اسكر الدريشة؟,هل يمكنني إغلاق النافذة ؟
من زمان ما شفتك.,لقد مر وقت طويل منذ أن رأيتك .
كم تكلفة إرسال هذا الطرد جواً ؟,كم تكلفة إرسال هذا الطرد جواً ؟
ممكن تحط عدسات الوصفة هذي على هالنظارة الشمسية؟,هل يمكنك إدخال عدسات طبية في العدسات الشمسية هذه ؟
برصاص أم بدون رصاص ؟,برصاص أم بدون رصاص ؟
المرشد مالنا بيلاقينا في المطار.,مرشدنا سيقابلنا في المطار .
اقدر احول فلوسي لحساب الادخار حقي؟,هل يمكنني أن أحول أموال إلى حساب المدخرات الخاص بي ؟
هذي قطار سريع؟,هل هذا قطار سريع ؟
انتبه للجو لانه يتغير في الجبال.,احترس لأن الجو في الجبال شديد التقلب .
في رسوم زيادة؟,هل هناك أي رسوم إضافية ؟
هل هذا الطعام منخفض السعرات الحرارية ؟,هل هذا الطعام منخفض السعرات الحرارية ؟
التاسع والعشرون من أبريل يوافق عيد ميلاد الإمبراطور شوا ، والد الإمبراطور الحالي . يحتفل الناس بهذا اليوم تحت اسم العيد (اليوم) الأخضر .,التاسع والعشرون من أبريل يوافق عيد ميلاد الإمبراطور شوا ، والد الإمبراطور الحالي . يحتفل الناس بهذا اليوم تحت اسم العيد (اليوم) الأخضر .
كرسيين على رحلة التسع ونص لنيويورك، لو سمحت.,من فضلك مقعدين على قطار التاسعة النصف المتجه إلى نيويورك .
لقد وقعت حادثة .,لقد وقعت حادثة .
صباح الخير. هذا مكتب الاستقبال. اقدر اساعدك؟,صباح الخير . هذا مكتب الاستقبال . هل لي أن أساعدك ؟
ممكن تدليني شلون اروح مدينة سان فرانسيسكو؟,هل يمكنك أن تخبرني كيف يمكنني الوصول لمدينة سان فرانسيسكو ؟
مية بالمية قطن.,مائة بالمائة قطن .
انت واجد طيب.,أنت لطيف جداً .
يصير اروح بجينز وجوتي؟,هل يمكنني الذهاب مرتدياً الجينز والحذاء الرياضي ؟
أبا نفس الشيء داك، لو سمحت.,أريد نفس الشيء ، من فضلك .
ابغي اروح المطعم.,أريد الذهاب إلى مطعم .
في قراج قريب من هني؟,هل يوجد ورشة قريبة من هنا لتصليح السيارات ؟
كم من الوقت تستغرق لإرسال هذه البطاقة إلى اليابان بالبريد الجوي ؟,كم من الوقت تستغرق لإرسال هذه البطاقة إلى اليابان بالبريد الجوي ؟
لو سمحت. انا بنزل.,معذرة . سأرحل .
هل د . توفلر مدرس حازم ؟,هل د . توفلر مدرس حازم ؟
من فضلك ، لا تسحب قدمي .,من فضلك ، لا تسحب قدمي .
لو سمحت عطني رقم اتصل عليه في حالات الطوارئ.,من فضلك اعطني الرقم الذي يمكن الاتصال به في حالة الطوارئ .
اذا ورا الليت الأحمر، اضغط الزر.,عندما يظهر الضوء الأحمر ، اضغط الزِرّ .
ابغي بنطلون.,أريد بنطلونا .
هو من هالطريق صوب الساحل.,إنه في هذا الطريق في اتجاه الشاطئ .
يسعك استخدام هذه التذكرة لكافة القطارات .,يسعك استخدام هذه التذكرة لكافة القطارات .
هل رأيت معطفاً أسود هنا ؟,هل رأيت معطفاً أسود هنا ؟
بغيت اكلم آنسة نوموتو، في غرفة خمسمية وواحد.,أود أن أتحدث إلى الأستاذة نوموتو ، في الغرفة خمسة صفر واحد .
متى يغلق هذا المتحف ؟,متى يغلق هذا المتحف ؟
اها، ححاول استاجر سيتروين.,أفهم ذلك . أحاول استئجار سيارة سيتروين .
مقعد في الأمام ، من فضلك .,مقعد في الأمام ، من فضلك .
كم السعر حق ثلاثة ايام؟,كم تتقاضى لثلاثة أيام ؟
السعر تسعة تسعون دولار بالإضافة إلى الضريبة في الليلة .,السعر تسعة تسعون دولار بالإضافة إلى الضريبة في الليلة .
ممكن علاج لالم بطني؟,هل لي أن أتناول بعض الدواء لآلام في معدتي ؟
كم أجرة التاكسي حتى هذا الفندق ؟,كم أجرة التاكسي حتى هذا الفندق ؟
تمانع اذا سويت مكالمة على حساب اللي بدق عليه؟,هل من الممكن إجراء اتصال على أن يتم تحصيل أجرته من الطرف الآخر ؟
ألو . أنا ياما شيتا الذي أتحدث . أود التحدث إلى السيد سميث .,ألو . أنا ياما شيتا الذي أتحدث . أود التحدث إلى السيد سميث .
ابغيه ثمان ونص.,أريدها أن تكون الثامنة و النصف .
معطف غاوي. بريطاني الصنع؟,معطف رائع . هل هو صناعة بريطانية ؟
إذا كنت تريد ذلك .,إذا كنت تريد ذلك .
انه الجنوب.,انها باتجاه الجنوب .
ما ابغا ضخمة.,لا أريد واحدة ضخمة .
سر في خط مستقيم ، وستجدها إلى يسارك .,سر في خط مستقيم ، وستجدها إلى يسارك .
عندك طوابع تذكارية؟,هل لديك أية طوابع تذكارية ؟
احنا مجموعة في رحلة سياحية. تذاكرنا كلها عند منظم الرحلة.,نحن في رحلة جماعية . ولذا يحتفظ مرشد الرحلة بكافة تذاكرنا .
يجي مع عيش وخضرة.,تقدم مع أرز وخضراوات .
عصبت على اللي قاله البياع.,أنا كنت غضبان مما قاله موظف البيع .
إليك فاتورتك .,إليك فاتورتك .
حكون مبسوط. أيش الوقت اللي يعجبك؟,سأكون سعيدا بذلك . متى ترغب في ذلك ؟
هل هذا القطار يروح مباشرة لادنبرة؟,هل هذا القطار يتجه مباشرة إلى إدنبره ؟
جيكت حرارتك؟,هل قست درجة حرارتك ؟
شريحتين و سبرايت.,شريحتين وزجاجة سبرايت .
سأذهب كي أسأل البواب عن الأجرة المناسبة .,سأذهب كي أسأل البواب عن الأجرة المناسبة .
بغيت هالشكل في وضع خمسة اماكن.,أريد هذا الطراز لخمسة أماكن مرصعة .
إنها تكره غسل الصحون .,إنها تكره غسل الصحون .
ممكن تذكر لي اماكن حلوة اروح لها؟,هلا أشرت علي ببعض الأماكن الشيقة التي يمكنني أن أقوم بزيارتها ؟
عندي صداع.,مصاب بالصداع .
"عمت مساء , يا سيد هوسوكاوا . مرحبا بك في الحفل . هل تود أن تناول مشروبا ؟","عمت مساء , يا سيد هوسوكاوا . مرحبا بك في الحفل . هل تود أن تناول مشروبا ؟"
كم ميل لبوسطن؟,كم ميلاً إلى بوسطن ؟
بس اشوف، شكراً.,إنني أتفرج فقط ، شكراً .
لا ، ولكن توجد إنجليزية ويابانية في سماعتك .,لا ، ولكن توجد إنجليزية ويابانية في سماعتك .
ثلاثة اثنان ثلاثة أربعة واحد اثنان ثلاثة أربعة .,ثلاثة اثنان ثلاثة أربعة واحد اثنان ثلاثة أربعة .
ما تبدو فوق الواحد و العشرين سنة.,لا تبدوا أكثر من إحدى وعشرون سنة من العمر .
ابغي اسوي موعد.,أريد تحديد ميعاد .
أعاني من حنجرة خشنة .,أعاني من حنجرة خشنة .
هل يمكنني الحصول على بعض الفكة ؟,هل يمكنني الحصول على بعض الفكة ؟
ابغي واحد جديد.,أريد واحدة حديثة .
قد يكون لدينا مائدة متاحة في حوالي الساعة التاسعة .,قد يكون لدينا مائدة متاحة في حوالي الساعة التاسعة .
أين يمكنني أن أشتري تذاكر ؟,أين يمكنني أن أشتري تذاكر ؟
ماظن اني اقدر احصل شراب جذي في أي مكان ثاني.,ربما لا يمكنني أن أتناول مثل هذا المشروب في أي مكان آخر .
في ليت محروق.,مصباح كهربي قد احترق .
أنا متأكد أن لدى حجز .,أنا متأكد أن لدى حجز .
هل تأخذ القشدة ؟,هل تأخذ القشدة ؟
أود أن أقوم بحجز لثلاثة في الساعة السابعة ، من فضلك .,أود أن أقوم بحجز لثلاثة في الساعة السابعة ، من فضلك .
هالو ، هل هذه تعود إلى روي ؟,هالو ، هل هذه تعود إلى روي ؟
ممكن تعطيني منشور؟,هل لي بدليل سياحي ؟
باص؟ تقصد ليموزين يوديك الفندق. أي فندق بتروح؟,حافلة ؟ أعتقد أنك تقصد سيارة ليموزين لتقلك إلى الفندق . إلى أي فندق أنت ذاهب ؟
بأتصل بشخص ما.,سوف أطلب شخصاً ما .
اكيد. بعطيك بطاقة العمل مالتنا.,بالطبع . سوف أعطيك بطاقة العمل الخاص بنا .
كم المدة التي تستغرقها عملية إعادة إصدار لجواز السفر ؟,كم المدة التي تستغرقها عملية إعادة إصدار لجواز السفر ؟
أنا مصور حر .,أنا مصور حر .
فيلم ملون أربع وعشرون لقطة ، من فضلك .,فيلم ملون أربع وعشرون لقطة ، من فضلك .
أحتاج إلى أسبرين .,أحتاج إلى أسبرين .
مسامحة بس ما بتصير. بس تقدر من الخارج او في الدير.,كلا . ولكن تستطيع ذلك من الخارج أو في الرواق .
بكون هناك لي تسعة من الشهر. ان شاء الله تصيدون المجرم في اقرب وقت.,سأكون هنا حتى التاسعة . يحدوني الأمل أن تتمكن من القبض على المجرم في أقرب وقت ممكن .
أجل . من فضلك أرني بعض القمصان .,أجل . من فضلك أرني بعض القمصان .
متى تقفلوا؟,متى تغلقون ؟
هناك الكثير من الينابيع الحارة ، لأنه لدينا الكثير من البراكين .,هناك الكثير من الينابيع الحارة ، لأنه لدينا الكثير من البراكين .
اقدر اجيب دا في جوا الطيارة؟,هل يمكنني أن أحضر هذا على متن الطائرة ؟
وين اقدر الحق على الباص اللي يروح بيفيرلي هيلز؟,كيف يمكنني أن أستقل الحافلة المتجهة إلى بيفرلي هيلز ؟
اوه، مادري اذا اتفق مع طريقة تفكيرك.,أوه ، لست متيقناً من موافقتي على هذا النمط من التفكير .
في قطار سريع لبرلين؟,هل هناك قطار سريع لبرلين ؟
أريد عدد خمسة أجهزة من المكواة .,أريد عدد خمسة أجهزة من المكواة .
والله، كل شي غالي في اليابان الحين، بس اطباق التوفو مو مأساة بالنسبة لمعاييرنا. بس، من الناحية الثانية، اذا رحت مطعم راقي عشان تجرب اكل كيوتو، برز روحك حق تدفع ميتين دولار حق الشخص.,"حسنا ، كل شيء يمكن أن يكون غالي الثمن في الياباني المعاصرة ، ولكن أطباق "" توفو "" ليست سيئة جداً بمقاييسنا . وإذا ، من ناحية أخرى ، زرت مطعماً أرقى مستوى على الطراز الياباني لتجربة مطبخ كيوتو ، فالأفضل أن تكون مستعداً لدفع مائتي دولار للشخص الواحد ."
وين اقدر احول لشيكاغو؟,أين سأغير إلى شيكاغو .
أنا هنا في مهمة إعلامية .,أنا هنا في مهمة إعلامية .
تمام. حأخذك لهناك.,و هو كذلك . سأوصلك إلى هناك .
كاميرتي ما تشتغل عدل، لو سمحت جيكها.,كاميرتي لا تعمل بطريقة صحيحة ، هلا تفضلت بفحصها ؟
انا اسف. عندك الرقم الخطأ. هذا تانميوشا بريس.,آسف . لقد اتصلت بالرقم الخطأ . هذه وكالة تانكيوشا الصحفية .
لو سمحت بغيت كرسي على الممر في الوسط.,من فضلك أجعل لي كرسي بجانب الممر في المنتصف .
تقدر تخرد نوط عشرة دولار؟,هل يمكنك أن تغير فاتورة بعشرة دولارات ؟
بالطبع . هذا لا يعتبر أي شيئ . لا تقلق لهذا الأمر . أتمنى أن تكون أكثر حذرا المرة القادمة .,بالطبع . هذا لا يعتبر أي شيئ . لا تقلق لهذا الأمر . أتمنى أن تكون أكثر حذرا المرة القادمة .
قص اطراف الشعر عقب ما تسوي كيرلي، لو سمحت.,قلم الأطراف بعد التموج الدائم ، من فضلك .
وين محطة الحافلات حق بي؟,أين موقف الحافلات ل بي ؟
لا يمكنك جلب الألعاب النارية إلى كندا .,لا يمكنك جلب الألعاب النارية إلى كندا .
مع السلامة.,إلى اللقاء .
يسرني لقاءك ، سيد سميث .,يسرني لقاءك ، سيد سميث .
ممكن تشرح شلون اللعب؟,هل لك أن تشرح لي كيفية تشغيلها ؟
ممكن تعلق جاكيتي، لو سمحت؟,هل يمكن أن تعلق جاكتي على المشبك من فضلك ؟
لدي ثلاث حقائب .,لدي ثلاث حقائب .
أريد موعداً عك في عصر غدا .,أريد موعداً عك في عصر غدا .
هذا الرقم لم يعد موجوداً .,هذا الرقم لم يعد موجوداً .
ممكن تخبرني عن الدرب حق اقرب صيدلية، لو سمحت؟,أيمكن أن تدلّني على الطريق إلى أقرب متجر لبيع الأدوية والمرطبات ، من فضلك ؟
أوه ، يا له من ترف أن تلعب الجولف في استراليا ؟,أوه ، يا له من ترف أن تلعب الجولف في استراليا ؟
سكينة، لو سمحت.,سكين ، من فضلك .
هل يمكنني أن أرى خريطة المقاعد بالمسرح ؟,هل يمكنني أن أرى خريطة المقاعد بالمسرح ؟
تعب اشيل الأغراض معاي كل مكان، فبشتري كل الهدايا آخر يوم.,من المتعب حمل الكثير من الأشياء من مكان لآخر ، لذا سوف أشتري تذكاراًتي في اليوم الأخير .
أين أقرب متجر من هنا ؟,أين أقرب متجر من هنا ؟
اجري.,أجري .
وين اقدر اطور فيلم؟,أين يمكنني طباعة الفيلم ؟
احنا لنا عشرين اجازة براتب في السنة.,نحن نأخذ عشرين عطلة مدفوعة الأجر في العام الواحد .
هل يمكن أن نحصل على منضدة بالخارج ؟,هل يمكن أن نحصل على منضدة بالخارج ؟
ليش؟,لماذا إذاً ؟
بغيت اروح محطة الباص. ممكن تعطيني خردة، لو سمحت؟,"أود آخذ أتوبيس متجه إلى المحطة . هل لي أن أحصل على بعض الفكة , من فضلك ؟"
تقدر تصرف لي شيك المئتين دولار حقتي؟,هل يمكنكم صرف الشيك ذو المائتي دولار الخاص بي ؟
ما كان غلطي.,لم يكن خطئي .
الشهر اللي راح يوم تسعة.,في التاسع من الشهر الماضي .
ممكن تحولني على قسم المبيعات، لو سمحت؟,هلا أوصلتني إلى إدارة المبيعات ، من فضلك ؟
وين اقدر اروح للاجراءات الرسمية؟,أين يمكنني أداء الإجراءات الرسمية ؟
كم يتقاضى المرشد في اليوم ؟,كم يتقاضى المرشد في اليوم ؟
ممكن تطبع اسمي وعنواني في الرسالة فوق؟,هل لك أن تطبع اسمي وعنواني على رأس الخطاب ؟
هذي مو آخر موديل، صح؟,إنها ليست أحدث طراز ، أليس كذلك ؟
هل هي ناضجة ؟,هل هي ناضجة ؟
أقترح أن تجرب حانة جرين .,أقترح أن تجرب حانة جرين .
والله، حجزي كان مأكد، ممكن تكلم المدير، لو سمحت؟,"حسناً , لقد تم تأكيد الحجز الخاص بي , لذلك هل لك أن تنادي المدير , من فضلك ؟"
أريد سيارتي .,أريد سيارتي .
افتح شنطتك، لو سمحت. هذيلا حبوب، صح؟,"افتح حقيبتك , من فضلك . هذه حبوب دواء ، أليس كذلك ؟"
انا وين على هالخريطة؟,أين موقعي على هذه الخريطة ؟
أولا، نبغى نشوف وال ستريت.,في البداية نود مشاهدة وول ستريت .
هل يوجد غرفة بسعر أرخص ؟,هل يوجد غرفة بسعر أرخص ؟
مسامحة بس ما سمعتك عدل. ممكن تتهجى لي اياه؟,أنا آسف ولكنني لم أسمعك بوضوح . هل يمكن أن تتهجاه ؟
عفوا. أنا طالب جامعي من اليابان. هل أنت طلاب جامعة نيويورك؟,معذرة . أنا طالب جامعي من اليابان . هل أنتم طلاب في جامعة نيويورك ؟
بغيت طابع حق هالبطاقة البريدية، لو سمحت.,أريد طابعاً لهذه البطاقة البريدية ، من فضلك .
تذكرة ذهاب إلى لوس أنجلس . هل سيكون المقعد الذي حجزته في مكان مسموح أم غير مسموح فيه بالتدخين ؟,تذكرة ذهاب إلى لوس أنجلس . هل سيكون المقعد الذي حجزته في مكان مسموح أم غير مسموح فيه بالتدخين ؟
لو سمحت حط اغراضك برع الغرفة.,من فضلك ضع أغراضك خارج الغرفة .
رجاءً ارجع للباص على الساعة ثلاث.,من فضلكم عودوا إلى الحافلة عند الثالثة .
أود تذكرة لبالغ ، من فضلك .,أود تذكرة لبالغ ، من فضلك .
لا كلش. لا تحاتي.,"عفواً . من فضلك , لا تقلق من هذه الناحية ."
هذا صحيح . إن لدينا أيضاً مواقع تاريخية شهيرة في المدينة والمنطقة المجاورة .,هذا صحيح . إن لدينا أيضاً مواقع تاريخية شهيرة في المدينة والمنطقة المجاورة .
أين مكتب الإرشاد السياحي ؟,أين مكتب الإرشاد السياحي ؟
جانه المال اللي أعطاني هو عشرة دولارات قصيرة.,يبدو أن النقود التي أعطيتني إياها ناقصة عشر دولارات .
في كفتيريا قريب؟,هل توجد أية كافيتريا قريب من هنا ؟
أود أن أتلقي اتصال للاستيقاظ من النوم .,أود أن أتلقي اتصال للاستيقاظ من النوم .
شو تسمى الحديقة الوطنية؟,ما اسم هذه المحمية ؟
الخطوط حتدفع رسوم الفندق والاكل؟,هل ستدفع شركة الطيران رسوم الفندق والوجبات ؟
أعاني من الربو .,أعاني من الربو .
هل هذا قطار إلى شيكاغو ؟,هل هذا قطار إلى شيكاغو ؟
ما مدى شيوع استعمال السرير للنوم في اليابان ؟,ما مدى شيوع استعمال السرير للنوم في اليابان ؟
عندك هذي بس بلون فاتح؟,هل لديك هذه بلون زاهي ؟
لو سمحت خبرها تتصل فيني.,من فضلك أخبرها أن تتصل بي .
لدي واحدة صغيرة من نفس التصميم .,لدي واحدة صغيرة من نفس التصميم .
سنضطر إلى أن نوصلكم عبر مدينة أخرى .,سنضطر إلى أن نوصلكم عبر مدينة أخرى .
احنا اثنين، ناخذ المقاس الكبير؟,يوجد اثنان منا ، لذلك هل لنا أن نحصل على المقاس الكبير ؟
"ذهاب , أم ذهاب وعودة ؟","ذهاب , أم ذهاب وعودة ؟"
أريد غرفة لشخصين .,أريد غرفة لشخصين .
أريد عينة من بولك .,أريد عينة من بولك .
أيمكنك فَكّ هذه الورقة ذات العشرين دولاراً إلى عشرين ورقة من فئة الدولار الواحد ؟,أيمكنك فَكّ هذه الورقة ذات العشرين دولاراً إلى عشرين ورقة من فئة الدولار الواحد ؟
هل يمكنني أن أذهب هناك في الميعاد إذا غادرت من هنا الآن .,هل يمكنني أن أذهب هناك في الميعاد إذا غادرت من هنا الآن .
رقبتي تألمني.,رقبتي تؤلمني .
ممكن تعطيني ابرة وخيط؟,هل لي بإبرة وخيط ؟
هل يمكن أن تأخذني إلى المستشفى ؟,هل يمكن أن تأخذني إلى المستشفى ؟
كم مشاهد يستوعب الاستاد؟,كم من المشاهدين يستوعب هذا الإستاد ؟
أود أن أحجز غرفة في فندق في المدينة .,أود أن أحجز غرفة في فندق في المدينة .
بنتم اسبوع على الأقل.,سنمكث لمدة أسبوع على الأقل .
فندق آمن عنده فطور كويس، لو سمحت.,أريد فندقاً آمنا يقدم إفطاراً جيدا ، من فضلك ؟
اي طريق بوابة خمسة وثلاثين؟,أي الطرق تؤدي إلى البوابة خمس وثلاثين ؟
متى تستيقظ غداً ؟,متى تستيقظ غداً ؟
عندي ثلاث عيال.,عندي ثلاثة أطفال .
في أي مكان يتعين علي أن أضع هذا ؟,في أي مكان يتعين علي أن أضع هذا ؟
أريد بعض البسكويت .,أريد بعض البسكويت .
لو سمحت حول الدولارات جنيهات.,من فضلك بدّل الدولارات إلى جنيهات .
مصنوع من جلد؟,أهي مصنوعة من الجلد ؟
أين يمكن أن أقوم بمشترياتي ؟,أين يمكن أن أقوم بمشترياتي ؟
فيها دبة كبيرة؟,هل فيه حقيبة سيارة كبيرة ؟
ممكن تبدل دا بواحد جديد؟,هل يمكنك تبديل هذه بواحدة جديدة ؟
هل هالسيارة تروح الى ادنبره؟,هل تذهب هذه السيارة إلى إدنبرة ؟
بالتأكيد . انتظر معي على الخط ، من فضلك . حفلتك بدأت . تفضل من فضلك .,بالتأكيد . انتظر معي على الخط ، من فضلك . حفلتك بدأت . تفضل من فضلك .
انا مريض.,أنا مريض .
عندك طاولة حق ثلاثة؟,هل يوجد لديكم منضدة لثلاثة أشخاص ؟
ممكن تقول لي اذا في مطاعم اكلات بحرية زينة هني؟,هل يمكن أن تخبرني هل يوجد بالقرب من هنا أي مطعم أسماك متميز ؟
أبا سيارة اجرة. انا في ساوث مين وليبرتي.,أحتاج إلى تاكسي . أنا في ساوث ماين ، وليبرتي .
انا أتطلع لتجربة بدلة السباق الجديدة حقتي.,أود قياس بذلة السباق الخاصة بي .
حبيبي مو جنك كنت واجد سكران البارحة؟,ألم تكن مخمور بدرجة كبيرة بعض الشيء في الليلة الماضية يا عزيزي ؟
إنه يتوقف على نوع الجولة . نزهة ليوم واحد إلى يوزيمايت ثلاثين دولار وهي أكثرهم شيوعاً . يوزيمايت تبعد ثلاث مائة وخمسين كيلو متراً من هنا .,إنه يتوقف على نوع الجولة . نزهة ليوم واحد إلى يوزيمايت ثلاثين دولار وهي أكثرهم شيوعاً . يوزيمايت تبعد ثلاث مائة وخمسين كيلو متراً من هنا .
طول الكتف، لو سمحت.,طول كتفك ، من فضلك .
لقد قطع إصبعي . هل يوجد مطهر ؟,لقد قطع إصبعي . هل يوجد مطهر ؟
لقد تعرّض للشرخ .,لقد تعرّض للشرخ .
ألم تتناول شيئاً فيما بينهما ؟,ألم تتناول شيئاً فيما بينهما ؟
عظيم. كنت ابحث عن تاكسي، لكن هذا افضل.,عظيم . كنت أبحث عن سيارة أجرة لكن هذا أفضل .
هل يمكن أن تخبرني عن ساعات العمل ؟,هل يمكن أن تخبرني عن ساعات العمل ؟
