0,1
هل سيكون يوماً لطيفاً ؟,هل سيكون يوماً لطيفاً ؟
تمام، الجولف تقريبا جزء من شغلنا بجانب إنه ترفيه.,حسنا ، إن رياضة الجولف جزء من أعمالنا كما هي جزء من الترفيه .
انا نسيته و انا بأشتري حاجات من حوالي عشر دقايق .,نسيتها عندما كنت أتسوق من حوالي عشر دقائق .
لا ، أخشى أننا سنتأخر لساعات قليلة .,لا ، أخشى أننا سنتأخر لساعات قليلة .
احط ده فين؟,في أي مكان يتعين علي أن أضع هذا ؟
ايوة. إسمك ورقم الأوضة، لو سمحت.,"أجل . اسمك ورقم غرفتك , من فضلك ."
هل ستعود لبلادك في الاجازات ؟,هل ستعود لبلادك في الاجازات ؟
ممكن تجيبلي كريمة علشان القهوة بتاعتي؟,هل من الممكن أن تحضر لي الكريمة من أجل قهوتي !
ايوه، الجوده بتاعة ديه احسن . ديه معموله من صوف الكشمير .,أجل ، هذا من نوع أفضل . هذا مصنوع من الكشمير .
ممكن ترشحلي فندق كويس؟,هلا نصحتني بفندق جيد ؟
أود أن أنام .,أود أن أنام .
"أريد فحص هذه الحقائب المتجه إلى طوكيو , من فضلك .","أريد فحص هذه الحقائب المتجه إلى طوكيو , من فضلك ."
فينس وليندا عايزين يبقوا لوحدهم، فللأسف أفضل هنا الليلة دي.,فينس وليندا يريدان أن يبقيا بمفرديهما ، لذا أخشى أنني لا بد أن أبقى هنا هذه الليلة .
عايز أعمل بوليصة تأمين .,أريد الحصول على تأمين .
فين أقرب سوق للحاجات المستعملة؟,أين أقرب أسواق الملابس المستعملة ؟
هل عندك عروض خاصة على عطور استي لودر ؟,هل عندك عروض خاصة على عطور استي لودر ؟
لأ، مش هنا. فيه غرفة تدخين في نهاية العربية دي.,لا ، ليس هنا . هناك حجرة تدخين قرب مؤخرة هذه الحافلة .
أنا بفضل اكتر أوضة هادية.,أُفضلُ حجرة هادئة .
هل يوجد أي مكان للراحة ؟,هل يوجد أي مكان للراحة ؟
هل ستحجز مائدة لاثنين في هذا المطعم في السادسة هذه الليلة ؟,هل ستحجز مائدة لاثنين في هذا المطعم في السادسة هذه الليلة ؟
ما ثمن كل واحدة منها ؟,ما ثمن كل واحدة منها ؟
لغير المدخنين من فضلك .,لغير المدخنين من فضلك .
ممكن ألمسها؟,هل بإمكاني اللمس ؟
انا ابتديت اشتغل في الشركة ديه بس من شهرين .,بدأت العمل في هذه الشركة منذ شهرين فقط .
خد قد إيه؟,ما المبلغ الذي كان يأخذه ؟
تسعين دولار لتذكرة الروحة. هتدفع فلوس ولا بالكارت؟,تسعون دولاراً لتذكرة الذهاب . نقداً أم بالبطاقة ؟
اشحنلي البطارية ديه، من فضلك .,اشحن البطارية من فضلك .
ممكن تضيقلي الوسط كام سنتي؟,هل لك بأن تضيق منطقة الوسط سنتيمترات ؟
لقد كسبنا كثيراً لذلك دعنا نرجع مرة أخرى بلباس رسمي .,لقد كسبنا كثيراً لذلك دعنا نرجع مرة أخرى بلباس رسمي .
لدي تأمين .,لدي تأمين .
عشرون دولار أرباع ، من فضلك .,عشرون دولار أرباع ، من فضلك .
لا أستطيع أن أجدها .,لا أستطيع أن أجدها .
سأرى ماذا يمكن أن أفعل .,سأرى ماذا يمكن أن أفعل .
هل يشمل هذا السعر الضريبة والخدمة والإفطار ؟,هل يشمل هذا السعر الضريبة والخدمة والإفطار ؟
ممكن أدفع دلوقت؟,هل يمكنني أن أدفع الآن ؟
هل سأدفع نقداً أم يضاف على الفاتورة ؟,هل سأدفع نقداً أم يضاف على الفاتورة ؟
ياخد وقت أد ايه لحد بوسطن ؟,كم المسافة للوصول إلى بوسطون ؟
فى رحلات طيران الخطوط الجوية اليابانية و أول نيبون اللى بتمشى الساعة عشرة خمسة وخمسين. بس، للأسف الاتنين مليانين.,"توجد رحلات جوية على شركات جال وانا التي تقلع في الساعة العاشرة وخمسة وخمسين دقيقة . ولكن , للأسف كلتا الرحلتين محجوزتان ."
قبل ما تمشي، حديك صورة.,قبل أن تمضي سألتقط لك صورة .
اديني دوا . لو سمحت .,"أعطني بعض الأدوية , من فضلك ."
لا أعتقد أن هذا مستحيل . إننا نعرف أن هذا أمر مهم ، وسنكون مستعدين لبحثه بمجرد أن يكون لدينا خطة تسويقكم المعقولة .,لا أعتقد أن هذا مستحيل . إننا نعرف أن هذا أمر مهم ، وسنكون مستعدين لبحثه بمجرد أن يكون لدينا خطة تسويقكم المعقولة .
"أريد أن أنزل في محطة "" سنترال "" . من فضلك أعلمني عندما نصل إلى هناك .","أريد أن أنزل في محطة "" سنترال "" . من فضلك أعلمني عندما نصل إلى هناك ."
شكراً لك جزيلاً .,شكراً لك جزيلاً .
هل هناك أي تعديل في جدولنا ؟,هل هناك أي تعديل في جدولنا ؟
ماذا يوجد في هذه الحقيبة ؟,ماذا يوجد في هذه الحقيبة ؟
أخدت تذكرة الأتوبيس بتاعتك؟,هل أخذت تذكرة الحافلة ؟
عاوز شوية فايبر صناعي.,أريد بعض الألياف الصناعية .
بنسافر تلات مرات في الاسبوع، في التلات، الجمعه، و السبت .,نسافر جواً ثلاث مرات في الأسبوع ، أيام الثلاثاء والجمعة والسبت .
متسجلة في جدول المواعيد عالساعة تمانية و نص بلليل بالتوقيت المحلي .,موعده المقرر هو الثامنة والنصف مساءْ بالتوقيت المحلي .
هذه هي الغرفة اثني عشر ثلاثة عشر .,هذه هي الغرفة اثني عشر ثلاثة عشر .
أود أن أذهب للتزلج لفترة تبلغ حوالي أسبوع . هل لديك أي عروض للتزلج ؟,أود أن أذهب للتزلج لفترة تبلغ حوالي أسبوع . هل لديك أي عروض للتزلج ؟
تمام . مش وحشه .,حسنا . إنه ليس سيئاً للغاية .
"لدينا أحجام كبيرة , ومتوسطة ، وصغيرة .","لدينا أحجام كبيرة , ومتوسطة ، وصغيرة ."
حتتأخر اد ايه؟,كم من الوقت ستتأخر ؟
"مساء الخير , يا سيدي . هل يمكن أن أساعدك ؟","مساء الخير , يا سيدي . هل يمكن أن أساعدك ؟"
كان لازم ابعتهم بالبريد الجوي .,كان يجب علىّ إرسالها بالبريد الجوي .
فين الاكل اللي انا طلبته؟,أين الطعام الذي طلبته ؟
"هل بتذكرة انتقال مخفضة إلى "" دوفر "" ؟","هل بتذكرة انتقال مخفضة إلى "" دوفر "" ؟"
في اخر الطرقة .,في نهاية الممر .
هوت دوج حجم صغير وكولا كبيرة ، من فضلك .,هوت دوج حجم صغير وكولا كبيرة ، من فضلك .
عاوز أرجع الفلوس.,أريد أن استرجع المال .
أيمكنني أن أتناول بعض فواتح للشهية ، لطفاً ؟,أيمكنني أن أتناول بعض فواتح للشهية ، لطفاً ؟
عفواً ، يا سيدتي . لقد وقع منديلك .,عفواً ، يا سيدتي . لقد وقع منديلك .
"ليس لدي حجز هنا , و لكن هل لديك غرفة لليلتين ؟","ليس لدي حجز هنا , و لكن هل لديك غرفة لليلتين ؟"
عايز أأجر اغلى عربية عندك لمدة اسبوع .,أود أن أؤجر سيارتك الأقل غلواً لمدة أسبوع .
شكلك مش أكتر من واحد وعشرين سنة.,لا تبدوا أكثر من إحدى وعشرون سنة من العمر .
القيمة ستة دولارات وأربعون سنتاً .,القيمة ستة دولارات وأربعون سنتاً .
ألو . أنا ياما شيتا الذي أتحدث . أود التحدث إلى السيد سميث .,ألو . أنا ياما شيتا الذي أتحدث . أود التحدث إلى السيد سميث .
هو على خط تاني .,إنه على الخط الآخر .
الطيارة حتطلع تمانيه و نص الا خمسه الصبح من مطار سان فرانسيسكو .,إنها تقلع في الساعة ثمانية عشرين-خمسة صباحا من مطار سان فرانسيسكو .
أوه ، لا . كل المتاجر مغلقة يوم الأحد .,أوه ، لا . كل المتاجر مغلقة يوم الأحد .
تم الاعتداء علي .,تم الاعتداء علي .
هذا يبدو جيداُ . سآخذ هذه من فضلك .,هذا يبدو جيداُ . سآخذ هذه من فضلك .
هل لديك أية هدايا تذكارية جيدة ؟,هل لديك أية هدايا تذكارية جيدة ؟
الطريق دة ناحية الشاطئ.,إنه في هذا الطريق في اتجاه الشاطئ .
نعم ، من فضلك اعملها . سأكون بانتظار مكالمتك .,نعم ، من فضلك اعملها . سأكون بانتظار مكالمتك .
هل هذا سيجار بريطاني ؟,هل هذا سيجار بريطاني ؟
محتاج استريح شويه .,أود بعضاً من النبيذ البرتغالي .
انا طلبت فنجان قهوه تاني بالغلط .,لقد طلبت كوباً من القهوة مرة ثانية بطريق الخطأ .
آه، تقدر توقفعند أي محطة بين هنا وشيكاغو.,"نعم , يمكنك أن تتوقف في أي محطة ما بين هنا وشيكاغو ."
النساء يرتدين ملابسهن .,النساء يرتدين ملابسهن .
هل لديك مال كاف للإقامة هنا لمدة شهر ؟,هل لديك مال كاف للإقامة هنا لمدة شهر ؟
لا، قدام شوية. أيوة، هناك.,لا . قليلاً في الأمام . هناك ، نعم .
بص، ماية البانيو مابتسخن كفاية.,أتفهم ، ماء الحمام فقط لم يسخن بالدرجة الكافية .
أنا أعرف بالضبط ما تشعر به .,أنا أعرف بالضبط ما تشعر به .
لمؤاخذة. فين المطعم الئيسي؟,معذرة . أين المطعم الرئيسي ؟
إنها لفترة قصيرة للنوم . ثمنه مرتفع قليلا .,إنها لفترة قصيرة للنوم . ثمنه مرتفع قليلا .
كانت عيناه سوداوين ومفتوحتان على مداهما .,كانت عيناه سوداوين ومفتوحتان على مداهما .
عاوز أسجل وصول، من فضلك. اسمي هاروكو اوجاوا. أعتقد إن عندي حجز.,أريد التسجيل ، من فضلك . اسمي هاروكو أوجاوا . أعتقد أن لدي حجز .
أحنا محظوظين . عندهم واحد مقاس أربعة في محل الا موانا .,نحن محظوظون جداً . لديهم واحدة مقاس أربعة فى متجر ألامونا .
إسمى نوجوتشى. لسه طالبك من الفندق.,اسمي نوجوتشي . لقد اتصلت بك من الفندق منذ لحظات .
سكر؟,سكر ؟
الازرق موضة قوي السنه ديه .,اللون الأزرق شائع جداً هذا العام .
هاتكون في البيت على تلاتة.,ستكون بالبيت في حوالي الثلاثة .
هاي ، أشعر كما لو كنت قد سلكت هذا الشارع من قبل .,هاي ، أشعر كما لو كنت قد سلكت هذا الشارع من قبل .
انا سبت تذكرة الطيران في الفندق.,نسيت تذكرة الطيران الخاصة بي في الفندق .
أنا لازم أشوف الموضوع ده مع مراتي.,علي أن أفحص ذلك مع زوجتي .
إنه وقت إظهار الود واقتسامه .,إنه وقت إظهار الود واقتسامه .
مش لاقي شنطك .,لا أستطيع العثور على أمتعتك .
هي العربية دي بتروح إدنبره؟,هل تذهب هذه السيارة إلى إدنبرة ؟
متعرفش دكتور سنان كويس؟,هل تعرف طبيب أسنان جيد ؟
سعر هايل، مش كدة؟,سعر رائع ، أليس كذلك ؟
في الواقع، أنا اشتريته في يوم تاني فجأة كدة من بوتيك قريب من بيتي.,"بالفعل , لقد اشتريتها اليوم التالي بعد أن انتابتني رغبة مفاجئة من أحد المحلات القريبة من منزلي ."
تاخدلها حوالي ساعة الا ربع بالاتوبيس .,إنها تستغرق حوالي أربعين دقيقة بالحافلة .
أين يمكنني التقدم إلى مدرسة الغوص ؟,أين يمكنني التقدم إلى مدرسة الغوص ؟
ما هو الطبق المميز في هذا المطعم ؟,ما هو الطبق المميز في هذا المطعم ؟
أنا شايف، فى الحالة دى أنا مش لازم أدفع رسوم تحويل، صح؟,فهمت ، في هذه الحالة ليس علىّ أن أدفع أجر التبديلات ، أليس كذلك ؟
من فضلك توقف عند المدخل الرئيسي للفندق .,من فضلك توقف عند المدخل الرئيسي للفندق .
أوه ، يجب أن تخطر القنصلية على الفور .,أوه ، يجب أن تخطر القنصلية على الفور .
هذا لك .,هذا لك .
خمس عشرينات، عشر عشرات، و الباقي بورق دولار واحد، من فضلك .,خمسة فئة عشرين ، عشرة فئة عشرة ، و الباقي فئة واحد دولار ، من فضلك .
كان فى حادثة مرور.,لقد كان هناك حادث مرور .
سوف أعاود مرة ثانية بالباقي لك .,سوف أعاود مرة ثانية بالباقي لك .
ممكن ارد عليك الجمعه ديه؟,هل يمكن أن أرد عليك يوم الجمعة ؟
لكنّي لدى موعد لرؤيتها في السّاعة الثّانية .,لكنّي لدى موعد لرؤيتها في السّاعة الثّانية .
عملت إعادة تأكيد بالتليفون منذ يومين .,عملت إعادة تأكيد بالتليفون منذ يومين .
من فضلك اديني شوية فكة.,من فضلك أعطني بعض النقود الفكة .
إنها لعبة .,إنها لعبة .
عايز حاجه تشربها من البار؟,هل تود شرب شيئاً من الحانة ؟
أريد بعض الغسول لإزالة كريم ريفلون .,أريد بعض الغسول لإزالة كريم ريفلون .
لوسمحت وريه بالحاجات اللي انت اشتريتها للجمارك في المطار.,من فضلك أظهرها مع المشتريات في الجمارك في المطار .
ممكن تحجزلنا بكرة بليل؟,هل تقوم بالحجز لنا لمساء الغد ؟
شامل الفطار، الضريبة، و رسوم الخدمة . حيكون خمسه و اربعين دولار للبني ادم الواحد في الليله .,بما في ذلك الإفطار ، والضريبة ، ورسم الخدمة ، سيكون الحساب خمسة أربعون دولارا للشخص الواحد في الليلة .
فقط دعني و شأني .,فقط دعني و شأني .
أنا عندي إالتهاب في الحلق.,أصبت بالتهاب في الحلق .
رقمي هو واحد اثنان ثلاثة تسعة صفر خمسة خمسة .,رقمي هو واحد اثنان ثلاثة تسعة صفر خمسة خمسة .
ايه تاني ممكن نشوفه هنا في الجزء ده من المدينة؟,ماذا هناك لكي نراه في هذا الجزء من المدينة ؟
بأحب البيضاوي .,أريد واحدة بيضاوية الشكل ؟
هل تعرف محل أحذية جيد ؟,هل تعرف محل أحذية جيد ؟
لازم يكون هادي.,لابد أن تكون هادئة .
حيرجع تاني الاسبوع الجاي.,سيعود الأسبوع القادم .
إن الخط مقطوع .,إن الخط مقطوع .
الأفضل لك أن تبقى في غرفتك بالفندق لبضعة أيام .,الأفضل لك أن تبقى في غرفتك بالفندق لبضعة أيام .
سيستغرق هذا ساعتين ورسم الخدمة تسعاً وتسعين دولاراً .,سيستغرق هذا ساعتين ورسم الخدمة تسعاً وتسعين دولاراً .
"أنت محق فأنا أعرف , لماذا لا نذهب إلى هناك سوياً ؟","أنت محق فأنا أعرف , لماذا لا نذهب إلى هناك سوياً ؟"
مكنتش فاكر إنه هايكون زحمة.,لم أعتقد أنها ستكون مزدحمة إلى هذا الحد .
ممكن تاخدي بالك منها من تسعة الصبح لحد حوالي تلاته؟,هل يمكن أن تعتني بها من الساعة التاسعة صباحا حتى الثالثة ؟
شوكولاتة، لو سمحت.,شيكولاته من فضلك .
الكيلو جرام بدولار .,الكيلو جرام بدولار .
اد ايه حيرجعلي من الضريبة؟,كم مبلغ الضرائب المردودة التي سأحصل عليها ؟
إذن، اظن انه في جواز سفرك . ممكن تتأكد من كده، لو سمحت.,إذن ، أعتقد أنه سيكون في جواز سفرك . هلاّ راجعته ، من فضلك .
متأكدة . هذا الطريق ، من فضلك .,متأكدة . هذا الطريق ، من فضلك .
نفسي يكون عندي شعر طري.,أود أن أشذب شعري .
أنا السيدة مايزاكي في غرفة رقم ثلاثة وعشرون خمسة عشر . أريد الاتصال لإيقاظي غداً صباحاً .,أنا السيدة مايزاكي في غرفة رقم ثلاثة وعشرون خمسة عشر . أريد الاتصال لإيقاظي غداً صباحاً .
أربعون دولاراً .,أربعون دولاراً .
ممكن بيتزا بالجبنة كبيرة؟,هل أستطيع أن أطلب بيتزا كبيرة بالجبن ؟
انا هحتاج كارت بنكي.,سأحتاج إلى بطاقة ائتمان .
أزيك، أنا أسمى أودا. أنا عندى حجز الليلة، هاجى متأخر شوية. فلو سمحت متلغيش حجزى.,ألو ، اسمي أودا . عندي حجز الليلة ، لكن سوف أتأخر في القدوم . لهذا من فضلك اتركوا لي الحجز .
أين الحمام ؟,أين الحمام ؟
فى ينابيع سخنة كتير.,هناك الكثير من الينابيع الحارة .
لو سمحت. ممكن نبدل الكراسي؟,معذرة . هل تمانع في أن تبادل المقاعد معي ؟
هل سنأخذ صورة معا ؟,هل سنأخذ صورة معا ؟
هل توقفنا عند مقهى ؟,هل توقفنا عند مقهى ؟
مكالمة دولية لليابان .,مكالمة دولية لليابان .
أود أن أعلن عن هذه العبوة من النبيذ .,أود أن أعلن عن هذه العبوة من النبيذ .
تركت الكاميرا في الغرفة .,تركت الكاميرا في الغرفة .
وبعدين، خططك إيه لبكرة؟,إذن ، ما هي خططك بالنسبة لباكر ؟
دي ضيقة شوية عليا. عندك الشوز دي مقاس خمسة ونص؟,إنها ضيقة بالنسبة لي إلى حد ما . هل لديكم هذه الأحذية مقاس خمسة ونصف .
النجدة .,النجدة .
ساعات بطني بتوجعني.,تؤلمني معدتي أحياناً .
أريد شراء خمسة . حتى في هذه الحال ألا يمكنك تخفيض السعر ؟,أريد شراء خمسة . حتى في هذه الحال ألا يمكنك تخفيض السعر ؟
عايز ابعت الجواب ده بالبريد المسجل .,أرغب في إرسال هذا الخطاب بالبريد المسجل .
من فضلك غير العدسات . هل يمكنك أن تجهزها أثناء انتظاري ؟,من فضلك غير العدسات . هل يمكنك أن تجهزها أثناء انتظاري ؟
ممكن لو سمحت تديني الملح؟,هلا مررت لي الملح ، من فضلك ؟
مش لاقي المخرج ده .,لا أستطيع إيجاد هذا المخرج .
بتفضل أيه، كرسي مدخنين او لغير المدخنين؟,"أيهما تفضل , مقعد مسموح فيه التدخين أم مقعد ممنوع فيه التدخين ؟"
"هل هناك أى رحلة لـ "" تيرول "" فى غضون ثلاثة أو أربعة أيام ؟","هل هناك أى رحلة لـ "" تيرول "" فى غضون ثلاثة أو أربعة أيام ؟"
تقبل تاخد نيه دولار مقابل ده؟,هل تأخذ مائة دولار على هذا ؟
ما اسم الأب ؟,ما اسم الأب ؟
ابعته مسجل بالبريد، من فضلك .,أرسلها بالبريد المسجل ، من فضلك .
أريد شراء طعم أسماك .,أريد شراء طعم أسماك .
عايز الغي ميعادي مع مستر ايه .,أود إلغاء موعدي مع السيد إيه ؟
رد فعل التاجر مع المنتج كان كويس .,كان رد فعل المتعاملين تجاه المنتج جيداً .
هل يمكن أن ألتقط صوراً بالمتحف ؟,هل يمكن أن ألتقط صوراً بالمتحف ؟
أنا مصاب بمرض مزمن .,أنا مصاب بمرض مزمن .
هنا بالظبط؟,هنا بالضبط ؟
من فضلك حط الجواب ده في المطار .,من فضلك أرسل هذا المظروف بريدياً إلى المطار .
يجب أن لا تكون طويلة . خمسة عشر دقيقة في الأغلب .,يجب أن لا تكون طويلة . خمسة عشر دقيقة في الأغلب .
حاخد مارتيني.,سأتناول مارتيني .
المفروض أتكلم منين، لو قابلتني مشكلة؟,بمن اتصل إذا وقعت في مشكلة ؟
ليه منستناش الأتوبيس تحت المظلة؟,لماذا لا ننتظر الحافلة تحت التندة ؟
ماتكلش أي حاجة سخنة أوي أو باردة أوي.,لا تتناول أي شيء مفرط السخونة أو البرودة .
أريد إصلاح ساعتي .,أريد إصلاح ساعتي .
فاتتني المحطة بتاعتي. قد إيه المدة عشان أوصل للمحطة اللي بعدها؟,فاتتني محطتي . كم من الوقت استغرق لأصل للمحطة التالية ؟
هل يوجد مطعم صيني بالقرب من هنا ؟,هل يوجد مطعم صيني بالقرب من هنا ؟
هل هناك أي أماكن في المنطقة تلقي تزكية كثيرة ؟,هل هناك أي أماكن في المنطقة تلقي تزكية كثيرة ؟
رفيقي أصيب بألم حاد في المعدة .,رفيقي أصيب بألم حاد في المعدة .
هل أنت حامل ؟,هل أنت حامل ؟
عندك مانع آخد صورة ليك والتاكسي بتاعك؟,هل تمانع إذا التقطت صورة لك ولسيارتك الأجرة ؟
العفو. هو لطيف.,على الرحب و السعة . إنها جميلة .
هل طلبت سرير أطفال لطفلك ؟,هل طلبت سرير أطفال لطفلك ؟
ممكن نرقص؟,هيا نرقص .
زفت . زفت . زفت . زفت . اتعودت على وشها .,اللعنة . اللعنة . اللعنة . اللعنة . لقد كبرت معتاداً على وجهها .
بادور علي الباقيين.,أبحث عن آخرين .
أوكى. بيكلف خمسة و ثمانين سنت للإيميل العادى و ثلاثة دولار بالظبط زيادة للتوصيل الخاص.,حسنا . إنها تتكلف خمسة وثمانون دولارا في البريد العادي وثلاثة دولارات في التوصيل الخاص .
تحت امر حضرتك انا هاجيب لحضرتك المشاريب اللى حضرتك عايزيها بعد العشا. كل المشاريب اللى عندنا فى الرحلة هتلقيها فى دليل المعلومات فى المجلة بتاعتنا.,يسعدنا أن نقدم لك الشراب الذي تريده متبوعاً بالغداء . دليل كامل بالمشروبات التي نقدمها على رحلتنا موجودة في دليل المعلومات الخاص بمجلتنا .
لا أستطيع التحرك .,لا أستطيع التحرك .
مفيش اي حفلة روك كويسة؟,هل هناك حفل كبير لموسيقي الجاز ؟
تمام، غرفة ميتين وتلاتة. ده مفتاحك.,وهو كذلك ، الغرفة اثنان صفر ثلاثة . ها هو ذا المفتاح .
عندك افلام؟,هل لديك أفلاما ؟
ممكن اصلحه فين؟,أين يمكنني إصلاحها ؟
"نعم , ذلك صحيح .","نعم , ذلك صحيح ."
عايزه . أيوه ده، من فضلك .,"أفضلها . هذه , من فضلك ."
لو سمحت فكرني لما أوصل لفيكتوريا.,من فضلك ذكرني عند وصولي إلى فيكتوريا .
الشوز دى متينة؟,هل هذا الحذاء متين ؟
مش معايا فلوس كفاية انهردة.,لا توجد معي نقود كافية اليوم .
أنا عايش فى شقة بتمانين ألف ين فى الشهر.,أعيش في شقة إيجارها ثمانون ألف ين في الشهر .
أريد الانتظار لعدد قليل آخر من الساعات بعد وقت المغادرة .,أريد الانتظار لعدد قليل آخر من الساعات بعد وقت المغادرة .
امتى الستارة حتترفع؟,متى ترفع الستار ؟
امشي على طول لاخر القاعة ولف شمال عند الناصية. هتشوفه على يمينك.,سر للأمام إلى آخر هذه القاعة وانعطف يسارا عند الركن . سوف تجدها على يمينك .
هل لك أن تأتي لي بتذكرة ؟,هل لك أن تأتي لي بتذكرة ؟
قف هنا ، من فضلك .,قف هنا ، من فضلك .
لقد أغلقت السيارة وأنا خارجها . المفتاح بداخلها .,لقد أغلقت السيارة وأنا خارجها . المفتاح بداخلها .
عاوز أأجر عربية لمدة أسبوع.,أرغب في تأجير سيارة لمدة أسبوع .
يللا ناخد درجة حرارتك. ليك نفس للأكل؟,دعني أقيس درجة حرارتك . هل لديك شهية للطعام ؟
منين أنزل للشط؟,أين انزل حتى اذهب إلي الشاطئ ؟
التيار من القوة بحيث لا يسمح بالغوص باستخدام أنبوب التنفس ؟,التيار من القوة بحيث لا يسمح بالغوص باستخدام أنبوب التنفس ؟
أنا هدفع خمسين دولار.,أنا سوف أدفع خمسون دولاراً .
معدتي ممتلئة الآن . هل يمكنك إحضارها بعد نصف ساعة ، إن ناسبك ذلك ؟,معدتي ممتلئة الآن . هل يمكنك إحضارها بعد نصف ساعة ، إن ناسبك ذلك ؟
أنا ضيعت محفظتي جوة الهايبر ماركت ده.,لقد فقدت حافظة نقودي بداخل هذا المتجر ذو الأقسام المتعددة .
خلينا نرن عليه.,لنتصل به .
انا حأفضل في سكن جامعه هارفارد.,سأقيم في مسكن الطلبة الخاص بجامعة هارفارد .
أجل ، واحدة فقط . متى سأعرف ؟ وكيف سيتم تعويضي ؟,أجل ، واحدة فقط . متى سأعرف ؟ وكيف سيتم تعويضي ؟
"من فضلك , هل لديكم مقاعد من الدرجة الاقتصادية على الرحلة المتجهة إلى طوكيو في الثالث عشر من أكتوبر ؟","من فضلك , هل لديكم مقاعد من الدرجة الاقتصادية على الرحلة المتجهة إلى طوكيو في الثالث عشر من أكتوبر ؟"
متى ، يا سيدي ؟,متى ، يا سيدي ؟
أيوة، أعتقد إنه كويس الفترة دي.,نعم ، أعتقد أنه يبلي بلاءً حسناً هذا الموسم .
موظفين المبيعات في المحل ده طيبين قوي.,موظفو المبيعات في هذا المتجر لطفاء جداً .
من فضلك أعطني فيلم خمسة وثلاثون مليمتر ، ستة وثلاثون صورة وفيلم أزا بمقاييس الجمعية الأمريكية مائة صورة وفيلم آخر خمسة وثلاثون مليمتر ، عشرون صورة ، وفيلم أزا أربعمائة صورة .,من فضلك أعطني فيلم خمسة وثلاثون مليمتر ، ستة وثلاثون صورة وفيلم أزا بمقاييس الجمعية الأمريكية مائة صورة وفيلم آخر خمسة وثلاثون مليمتر ، عشرون صورة ، وفيلم أزا أربعمائة صورة .
ماشي، مفيش مشكلة. ممكن اشوف الباسبو بتاعك؟,نعم ، لا توجد مشكلة . هل من الممكن أن أرى جواز سفرك ؟
صاحبي من هنا هياخدني، فتمام.,"سوف يمر على صديقي بسيارته هنا ليأخذني معه , و لذلك ليس هناك مشكلة ."
يبدو عظيماً .,يبدو عظيماً .
"نعم أنت لست مهذبا , أليس كذلك ؟","نعم أنت لست مهذبا , أليس كذلك ؟"
إنت مش محتاج تروح هناك. أعتقد إنك ممكن تلحق واحد من هنا دلوقت.,لا يجب عليك أن تذهب إلى هناك . أعتقد أن من الممكن أن تلحق بواحد هنا .
هل يمكن أن توصي بمحل جيد يبيع الساعات الأثرية ، من فضلك ؟,هل يمكن أن توصي بمحل جيد يبيع الساعات الأثرية ، من فضلك ؟
لا أريد إنفاق أكثر من ثلاثين دولاراً على القطعة الواحدة .,لا أريد إنفاق أكثر من ثلاثين دولاراً على القطعة الواحدة .
وضعت كيس نقودي ، وكتاب ، وكاميرا في حقيبتي .,وضعت كيس نقودي ، وكتاب ، وكاميرا في حقيبتي .
هذا جيد للغاية . والآن الأسئلة ، من فضلك .,هذا جيد للغاية . والآن الأسئلة ، من فضلك .
هشوف لو أى حاجة من دول تناسب.,سأرى ما إذا كان أي منها يناسبني .
هى عاوزة بيرة.,هي تريد بيرة .
هل لديكم نفس القطعة بحجم أكبر ؟,هل لديكم نفس القطعة بحجم أكبر ؟
كم تبلغ التكلفة المجملة ؟,كم تبلغ التكلفة المجملة ؟
فين الاتوبيس اللي شغال عالخط ده؟,أين الحافلة الخاصة بهذا الخط ؟
تحب نروح تتسوق معايا بعد الضهر؟,هل تريد أن تذهب للتسوق معي بعد الظهر ؟
اسمي تارو تاناكا . عندي حجز .,"اسمي "" تارو تاناكا "" لدي حجز مسبق ."
هل يمكنني الحصول على طبق إضافي ؟,هل يمكنني الحصول على طبق إضافي ؟
هل يمكنني أن أرى شيئاً آخر ؟,هل يمكنني أن أرى شيئاً آخر ؟
هي الطيارة ف معادها؟,هل الطائرة في موعدها ؟
أسمي ريسا كوباياشي و رقم الاوضه اللي انا فيها دلوقتي اتنين صفر سته خمسه اتنين خمسه تلاته واحد سته تمانيه .,اسمي ريزا كوباياشي والرقم الذي أقيم فيه الآن هو اثنان صفر ستة خمسة اثنان خمسة ثلاثة واحد ستة ثمانية .
أعاني من فقر دم .,أعاني من فقر دم .
أصبت بأزمة ربوية .,أصبت بأزمة ربوية .
متشكر جدا.,كشراً جزيلا .
حوالي ألف وخمسمائة دولار استرالي وخمسين ألف ين .,حوالي ألف وخمسمائة دولار استرالي وخمسين ألف ين .
معي تصريح لأوريل وتأشيرة روسية .,معي تصريح لأوريل وتأشيرة روسية .
إنت متفضلش تشوف فيلم مختلف؟,ما رأيك في مشاهدة فيلم آخر ؟
هل يمكنك أن ترشدني إلى طريق المستشفي ؟,هل يمكنك أن ترشدني إلى طريق المستشفي ؟
ايه اخبار حفلة النهار؟,ماذا عن حفلة نهارية ؟
انت كده بتكلفني زيادة .,أنت تزيد علىّ في السعر .
لازم اشوف دكنور بكرة الصبح .,يجب أن أرى طبيباً غداً صباحاً .
ليس خطئك .,ليس خطئك .
خلصت غداك؟,هل انتهيت من غدائك ؟
إزاى بتخلى السواق يعرف لما بتعوز تنزل؟,كيف عرفت السائق متى تريد أن تنزل ؟
أرني القميص في فترينة العرض .,أرني القميص في فترينة العرض .
هناك ، من فضلك .,هناك ، من فضلك .
