0,1
بدي إبعت هيدا بالكابل .,أريد أن أبرق هذا .
فيي اخد حامض للشاي تبعي إذا بتريد؟,هل لي ببعض الليمون للشاي ، من فضلك ؟
أريد إرسال ذلك بالبريد الجوي .,أريد إرسال ذلك بالبريد الجوي .
سوف أنزل هنا .,سوف أنزل هنا .
حسناً ، سنكون هناك في الثامنة .,حسناً ، سنكون هناك في الثامنة .
نطلب منك إذا سمحت أن ترتدي رابطة عنق .,نطلب منك إذا سمحت أن ترتدي رابطة عنق .
شو هالنهار الحلو . عادة عندكن ايام صافية بهالوقت من السنة؟,يا له من يوم جميل . هل لديكم عادة هذه الأيام الجميلة في مثل هذا الوقت من العام ؟
إنه عيد ميلاد صديقتي . هل لديك أي شيء خاص ؟,إنه عيد ميلاد صديقتي . هل لديك أي شيء خاص ؟
مرحبا. بيت آل براون؟,مرحباً . هل هذه عائلة براون ؟
إزا بتريد بتوأف معنا تنتصور؟,هل انضممت إلينا في هذه الصورة من فضلك ؟
هيك منيح مع استثناء واحد .  .,هذا يبدو شيئاً حسناً مع استثناء واحد فقط .
حقيقي أو إصطناعي؟,هي طبيعي أم اصطناعي ؟
لقد تركت جواز سفري في سيارة الأجرة .,لقد تركت جواز سفري في سيارة الأجرة .
أود بعض القهوة,أود بعض القهوة
متى يفتح المتحف من فضلك ؟,متى يفتح المتحف من فضلك ؟
بتحب تعمل أي عملية تاني؟,هل تتمنى أن أعقد أي صفقة أخرى ؟
هل لك أن تفك هذه إلى عملات ورقية فئة دولار واحد ؟,هل لك أن تفك هذه إلى عملات ورقية فئة دولار واحد ؟
لا . عليك أن تشتري تذكار من آلة البيع تلك .,لا . عليك أن تشتري تذكار من آلة البيع تلك .
ليس لدينا حقيبة لمثل هذه الكمية ولذلك سأضعها في هذه الحقيبة البلاستيكية الكبيرة .,ليس لدينا حقيبة لمثل هذه الكمية ولذلك سأضعها في هذه الحقيبة البلاستيكية الكبيرة .
هيدا مش نضيف .,هذا ليس نظيف .
بدي شوية صابون غسيل.,أريد بعضاً من مسحوق الغسيل .
هل ممكن جولق ورق ؟,هل ممكن جولق ورق ؟
ما بتهمني هالأوضة. عندك شي أحسن؟,لا أريد هذه الغرفة . هل لديك غرفة أفضل منها ؟
إزا بتريد جبلي لوح صابون.,من فضلك أحضر لي قطعة من الصابون
كم من الوقت يستغرق المشى إلى هناك ؟,كم من الوقت يستغرق المشى إلى هناك ؟
بقدر شوف لايحة الأسعار عندك؟,أرني قائمة أسعارك ، من فضلك .
أيمكنني الحصول على جدول زمني ، من فضلك ؟,أيمكنني الحصول على جدول زمني ، من فضلك ؟
البار الزغير فاضي. فيك تحط بعد بيرة بئلبو، إزا بتريد؟,إن البار الصغير فارغ . هل تستطيع وضع بيرة فيه ، من فضلك ؟
فيي احجز ملعب تنس هون؟,هل يمكن أن أحجز ملعبا للتنس هنا ؟
بعتذر عالمقاطعة، بس خلينا نروح عالمشكلة الأساسية . عنا إشيا كتير لننقاشها اليوم .,آسف للمقاطعة ، ولكن دعنا نتناول القضية الرئيسية . لدينا الكثير لمناقشته اليوم .
وين حديئة الحيوانات؟,أين حديقة الحيوان ؟
بدي ياهن قبل الجمعة .,أحتاجها قبل الجمعة .
بإمكاني إعطائك سيارة فورد ميستا نج بعد سبع سنوات مقابل خمسين دولارا كل اسبوع بنفقات سفر في الميل غير محددة .,بإمكاني إعطائك سيارة فورد ميستا نج بعد سبع سنوات مقابل خمسين دولارا كل اسبوع بنفقات سفر في الميل غير محددة .
كم يوم عطلة عندك بالسنة؟,كم عدد أيام العطلات التي تحصل عليها في العام ؟
عمول معروف عطيني شوية شاش.,من فضلك أعطني بعض الشاش .
أين المقهى ؟,أين المقهى ؟
ماذا يعنى ذلك ؟,ماذا يعنى ذلك ؟
طلبت نصف طازج ، ليس ناضجا بالكامل .,طلبت نصف طازج ، ليس ناضجا بالكامل .
أديش كلفة المعلم؟,ما تكلفة المعلم ؟
بعد ذلك ، أريد أن ألفت انتباهك لخريطة رقم واحد شرطة ثلاثة .,بعد ذلك ، أريد أن ألفت انتباهك لخريطة رقم واحد شرطة ثلاثة .
فيي اتصل عفرنسا دغري من هون؟,هل يمكن أن أتصل بفرنسا مباشرة من هنا ؟
التلج بيخلي الممر يزحلق.,الثلج يجعل الطريق زلق .
يوجد شيء ما خطأ في عداد اللقطات .,يوجد شيء ما خطأ في عداد اللقطات .
أيمكن أن آخذ دواء ؟,أيمكن أن آخذ دواء ؟
هذا تبديل غير صحيح . من فضلك اعطني ثلاثة دولارات إضافية .,هذا تبديل غير صحيح . من فضلك اعطني ثلاثة دولارات إضافية .
روح دغري مع وجك بتلائيون.,سر في طريق مستقيم ، وسوف تجدهم .
نعم ، نبيذ من فضلك .,نعم ، نبيذ من فضلك .
نعم ، أحببتها جداً . شكراً لك .,نعم ، أحببتها جداً . شكراً لك .
وين مكتب المفئودات؟,أين قسم المفقودات والأشياء التي عثر عليها ؟
اديه عالنهار؟,كم ثمنها يومياً ؟
تأجلت الرحلة الجوية لمدة خمسة وأربعين دقيقة .,تأجلت الرحلة الجوية لمدة خمسة وأربعين دقيقة .
قفل الباب مكسور .,قفل الباب مكسور .
الغد يوم آخر .,الغد يوم آخر .
فيك تكفل النوعية؟,هل تضمنون الجودة ؟
عمول معروف حكي شوي شوي.,من فضلك تحدث ببطء .
أفضل تناول الطعام الغربي .,أفضل تناول الطعام الغربي .
فضلا ، ساعدني في العثور على حديقة الحيوان .,فضلا ، ساعدني في العثور على حديقة الحيوان .
جاهزة تتطلبي، يا مدام؟,هل أنت جاهزة للطلب يا سيدتي ؟
وين منجبلك شنطك بس نلاقيهن؟,أين تود أن نحضر لك أمتعتك عندما نجدها ؟
هل هذه الحافلة تذهب إلى وسط البلدة ؟,هل هذه الحافلة تذهب إلى وسط البلدة ؟
هذا لحقت به أضرار .,هذا لحقت به أضرار .
إذا بتريد قلي اي قياس احسن شي عليي .,هلا أخبرتني بالمقاس الذي يناسبني .
تبلغت منيح .,أنت واسع الاطلاع .
طلبت مقعد لغير المدخنين بس فتت، بس هالمقعد للتدخين.,أنا طلبت مقعد غير مسموح فيه التدخين عندما سجلت اسمي ولكن هذا المقعد مسموح فيه التدخين .
أريد بتسا مركبة وزجاجتي بيرة ، من فضلك .,أريد بتسا مركبة وزجاجتي بيرة ، من فضلك .
في مقاعد للليلة؟,هل توجد أية مقاعد لهذا المساء ؟
هلاّ أعطيتني الوصفة الدوائية لذلك ؟,هلاّ أعطيتني الوصفة الدوائية لذلك ؟
لا علم لي بعد .,لا علم لي بعد .
"أيهما تفضل , داكن أم فاتح ؟","أيهما تفضل , داكن أم فاتح ؟"
تركت ساعتي بالترين .,تركت ساعتي في القطار .
شو بدك تشتري؟,ماذا ستشتري ؟
رح جرب هيدا .,سأجرب هذا .
أين يمكنني أن أجد أمتعتي ؟,أين يمكنني أن أجد أمتعتي ؟
أود أن أعلن عن هذه العبوة من النبيذ .,أود أن أعلن عن هذه العبوة من النبيذ .
هالغرفة كتير باردة.,هذه الغرفة شديدة البرودة .
هل يمكنك أن تكرر ما قلت ؟,هل يمكنك أن تكرر ما قلت ؟
أين مكتب التسجيل الخاصة بشركة إيه بي سي إيرلينز ؟,أين مكتب التسجيل الخاصة بشركة إيه بي سي إيرلينز ؟
شوي غالي .,ثمنها مرتفع قليلاُ .
سيارتي مش موجودة بكرا .,سيارتي ليست متاحة غدا .
بزورات إزا بتريد.,"اعطني بعض المكسرات , من فضلك ."
هل يمكنك أن تبيع هؤلاء بشكل منفصل ؟,هل يمكنك أن تبيع هؤلاء بشكل منفصل ؟
لأ. منحكي بس إنكليزي.,كلا ، ليس لدينا ذلك . لدينا فقط من يتحدث الإنجليزية .
هلو . معك مشغل الاتصالات الخارجية . شو الرقم يلي بدك تتصل فيه؟,ألو ، هنا موظف الاتصال الخارجي . بأي رقم تريد الاتصال ؟
أين يوجد ديسكو مشهور ؟,أين يوجد ديسكو مشهور ؟
لا، شكرا لهلأ.,لا ، أشكرك حالياً .
بيان الحسابات هذا خاطئ .,بيان الحسابات هذا خاطئ .
في المترو .,في المترو .
أريد الاشتراك في جولة الغد الاختيارية .,أريد الاشتراك في جولة الغد الاختيارية .
اطلب طبيب بسرعة ، من فضلك .,اطلب طبيب بسرعة ، من فضلك .
بدي غرفة تانية .,أريد حجرة أخرى .
أنا أسمعك .,أنا أسمعك .
شو إسمك النصاني؟,ما اسم الأب ؟
يوجد القليل ، لكن ماذا ترغب في أن تأكل ؟,يوجد القليل ، لكن ماذا ترغب في أن تأكل ؟
وحدة برغر بالجبنة لإخدا معي، عمول معروف .,واحد شيزبرجر لكي أذهب ، من فضلك .
نمت منيح؟,هل استرحت في نومك ؟
شي تحت المية دولار إزا بتريد.,شيئاً أقل من مائة دولار من فضلك .
الفرع التشريعي هو الدايت .,الفرع التشريعي هو الدايت .
أين غرفة الدش ؟,أين غرفة الدش ؟
هل يجب أن ندفع للمشروبات ؟,هل يجب أن ندفع للمشروبات ؟
أود حجز مقعدين لنيويورك في الثالث من أغسطس .,أود حجز مقعدين لنيويورك في الثالث من أغسطس .
من أي نوع من الجلد الصناعي صُنعت حقيبة السفر هذه ؟,من أي نوع من الجلد الصناعي صُنعت حقيبة السفر هذه ؟
ما خامة هذه البزة .,ما خامة هذه البزة .
أين مركز التسوق ؟,أين مركز التسوق ؟
"أخرج متعلقاتي الثمينة , من فضلك .","أخرج متعلقاتي الثمينة , من فضلك ."
فيك تخليلنا هالنبيد لبكرا بالليل؟,هل يمكن أن تحتفظ لنا بهذا النبيذ إلي مساء غد ؟
هذا بالغ السوء . سأتصل هاتفياً بالسفارة اليابانية وأسألهم عما ينبغي عليك صنعه .,هذا بالغ السوء . سأتصل هاتفياً بالسفارة اليابانية وأسألهم عما ينبغي عليك صنعه .
أين يمكنني أن أملأ هذه الروشتة ؟,أين يمكنني أن أملأ هذه الروشتة ؟
سيارتي ليست متاحة غدا .,سيارتي ليست متاحة غدا .
خمسة و ثلاثين دولار و خمسة و تسعين سنتا في اليوم بالإضافة إلى تسعة سنتات للميل بعد أول مائة ميل .,خمسة و ثلاثين دولار و خمسة و تسعين سنتا في اليوم بالإضافة إلى تسعة سنتات للميل بعد أول مائة ميل .
أريد عصير طماطم من فضلك .,أريد عصير طماطم من فضلك .
هل عندك هدية جميلة لزوجي ؟,هل عندك هدية جميلة لزوجي ؟
إن الذي يجري خلف أرنبين لن يمسك أيهما .,إن الذي يجري خلف أرنبين لن يمسك أيهما .
في إرسال ببيرث؟,هل ثمة وسيلة مواصلات إلى بيرث ؟
فيي اخد شيكي؟,هل لي بأن أحصل على فاتورتي ؟
أي ستايلات دارجين هلأ؟,ما هي الأشكال الشائعة الآن ؟
وين بوابة الطيارة لهاي الرحلة؟,أين بوابة ركوب الطائرة بالنسبة لهذه الرحلة ؟
اليوم عاصف .,اليوم عاصف .
أصعب من سنت الماضي.,أشد صعوبة من العام الماضي .
أين يمكنني أن ألحق بهذا التاكسي ؟,أين يمكنني أن ألحق بهذا التاكسي ؟
بدي جيب سوفينير لابني .,ارغب في هدية تذكارية لابني .
بيتك كتير كبير.,أن بيتك كبير جدا .
لم أدرك الرحلة رقم عشرون المتجهة إلى سان فرانسيسكو .,لم أدرك الرحلة رقم عشرون المتجهة إلى سان فرانسيسكو .
فيك تجبلي مجلة يابانية؟,هل تستطيع أن تحضر لي مجلة يابانية ؟
كيف بحجز؟,كيف أستطيع الحجز ؟
"لا . شكراً لا أستطيع . في الحقيقة , أنا مرتبط بشخص ما .","لا . شكراً لا أستطيع . في الحقيقة , أنا مرتبط بشخص ما ."
خذ هذا حتى المحطة . من هناك عليك أن تذهب إلى الفندق على قدميك .,خذ هذا حتى المحطة . من هناك عليك أن تذهب إلى الفندق على قدميك .
إننا نعتبر واشنطن العاصمة مركز السياسة العالمية .,إننا نعتبر واشنطن العاصمة مركز السياسة العالمية .
لقد فهمت ما أردت أنت بالضبط . هل لي أن اقترح ذلك ؟,لقد فهمت ما أردت أنت بالضبط . هل لي أن اقترح ذلك ؟
بدي قهوة تقيلة .,أود قهوة ثقيلة .
عم تفهمني؟,هل تفهمني ؟
يا الله شو بتسرع بالسواءة. فيك تبطئ إذا بتريد؟,ياه ، إنك تقود السيارة بسرعة كبيرة . هلا أبطأت ؟
جرحت عضلة.,لقد تسببتّ في كَدْمة بالعَضَلة .
تركت كاميرتي بالتاكسي.,نست آلة التصوير الخاصة بي في سيارة الأجرة .
وين رايح؟,إلى أين أنت ذاهب ؟
ما هو نوع النموذج الذي تفكر فيه ؟,ما هو نوع النموذج الذي تفكر فيه ؟
في ورشة لتصليح السيارة هون؟,هل يوجد ورشة قريبة من هنا لتصليح السيارات ؟
وين مكتب تسجيل الدخول تبع دلتا؟,أين طاولة التسجيل الخاصة بشركة دلتا ؟
فيك تئلي شو المبلغ المالي؟,هل لك أن تخبرني قيمة المبلغ ؟
أوه، بتفرجي محطات المترو و مواقف الباص. فيني خليا معي؟,"أوه , أنها تظهر محطات مترو الأنفاق ومحطات الحافلات , هل لي أن أحتفظ بها ؟"
يي، حبيبي. ما انتبهت إنو بعدون معي.,أوه يا عزيزي . لم أدرك أنني لازلت لدي هذه الأشياء .
واحدة . كنت ، من فضلك .,واحدة . كنت ، من فضلك .
هل يقدمون نبيذاً جيداً في المطعم ؟,هل يقدمون نبيذاً جيداً في المطعم ؟
من الذي يرقص .,من الذي يرقص .
كتير حلو منك تقول هيك .,لكم أنت لطيف أن تقول ذلك .
أريد قشدة يوماً ما .,أريد قشدة يوماً ما .
في حدا من المحلات الشاملة عندها تنزيلات هلأ؟,هل أي من المتاجر الكبيرة به يعمل الآن ؟
لو سمحت عبي تقرير مفقودات.,من فضلك أكمل البيانات الناقصة في التقرير .
خبص بالضربة.,لقد أعطى مداخلته القصيرة شكلا خادعا .
اي كردت كارد بتقبلو؟,أي بطاقات ائتمانية تقبلون ؟
الجحز عالسبعة . باسم مانوو .,الحجوزات في السابعة ، تحت اسم مانو .
فيك توعيني بكرا عالساعة سبعة الصبح؟,من فضلك ، أيقظني في السابعة من صباح غد .
لو سمحت أعطيني دوا رشح.,من فضلك أعطني دواء للبرد .
فيني شوف شي أرخص؟,هل يمكن أن أرى شيئا أرخص .
هلا وضعت هذه الحقيبة في مكان آخر ؟,هلا وضعت هذه الحقيبة في مكان آخر ؟
الشخص الذي يليه .,الشخص الذي يليه .
فيي إخد سبرايت؟,هلا أحضرت لي زجاجة سبرايت ؟
أشعر بعطش شديد . أريد كوباً ضخما ، من فضلك .,أشعر بعطش شديد . أريد كوباً ضخما ، من فضلك .
أي ساعة من غط بنيويورك؟,متي سنهبط في نيويورك ؟
خلينا نتصل في.,لنتصل به هاتفيا .
عندك فكرة وين رايح؟  ؟,هل لديك أي فكرة إلى أنت ذاهب ؟
تذكرة واحدة لواشنطن من فضلك . كم يستغرق الوقت بالحافلة ؟,تذكرة واحدة لواشنطن من فضلك . كم يستغرق الوقت بالحافلة ؟
هل الخمس سنتات هذه فضية ؟,هل الخمس سنتات هذه فضية ؟
هالترين بروح عنيويورك؟,هل يذهب هذا القطار إلى نيويورك ؟
أريد غسيلاً للفم .,أريد غسيلاً للفم .
أعاني من الإسهال . هل وصفت لي شيء له ؟,أعاني من الإسهال . هل وصفت لي شيء له ؟
ايه بدي استاجر سيارة .,نعم ، أريد استئجار سيارة .
أستطيع أن أتحدث الإنجليزية قليلاً .,أستطيع أن أتحدث الإنجليزية قليلاً .
أين غرفة الطعام ؟,أين غرفة الطعام ؟
أريد أن أحصل على هدية تذكارية بقيمة حوالي خمسين دولارا .,أريد أن أحصل على هدية تذكارية بقيمة حوالي خمسين دولارا .
هل يمكنني الدفع بالين ؟,هل يمكنني الدفع بالين ؟
أريد حجز مائدة جيدة لمشاهدة العرض .,أريد حجز مائدة جيدة لمشاهدة العرض .
في شي تغيير بجدول المواعيد؟,هل هناك أي تعديل في جدولنا ؟
رح أعطيك دولارين تيصيرو ميتان دولار.,سأعطيك دولارين لتكملها مائتي دولارا .
اذا شنطي ما بيوصلوا بكرا، رج انقل عأوتيل تاني بعد يومين .,في حالة عدم وصول أمتعتي غداً ، فسأنتقل إلى فندق آخر في غضون يومين .
دخل هديك العمارة معنا، لو سمحت.,"أظهر هذا المبنى معنا , من فضلك ."
طيب، لاء. رح دقلو مرة تاني بعشرين ديقة . يسلمو.,حسنا ، لا . سوف أتصل به مرة أخرى في غضون عشرين دقيقة . شكرا لك .
لا ، لا يمكنك أن تبيعها بهذا السعر العالي ؟,لا ، لا يمكنك أن تبيعها بهذا السعر العالي ؟
ايه استاذ الساعة حداعش .,نعم ، سيدي . الحادية عشر تماماً .
هذه خمسة و ثلاثون دولاراً .,هذه خمسة و ثلاثون دولاراً .
في شي دوا للدوخة بالسيارة؟,هل ثمة دواء لدوار السيارة ؟
اوك شكرا . بيتي فيكي تجي إذا بتريد؟,أوه ، شكراً . بيتي ، هلا أتيت ، من فضلك ؟
بطاءة روحة علوس أنجلس. رح يكون مع المدخنين أو غير المدخنين؟,تذكرة ذهاب إلى لوس أنجلس . هل سيكون المقعد الذي حجزته في مكان مسموح أم غير مسموح فيه بالتدخين ؟
هل يمكن أن أسحب ثلاثمائة دولاراً ببطاقة الفيزا ؟,هل يمكن أن أسحب ثلاثمائة دولاراً ببطاقة الفيزا ؟
العيش بهالبيت مبين مريح، صح؟,"هذا البيت يبدو مريحا للمعيشة فيه , أليس كذلك ؟"
بتعرف ازا في أوتيلات رخيصة؟,هل تعرف ما إذا كان هناك أي فنادق رخيصة الأسعار ؟
هيدا الترين عملبورن؟,هل هذا القطار متجهاً إلي ميلبورن ؟
بتبدل معي بالمئاعد، إزا بتريد؟,هل لك أن نبدل مقاعدنا من فضلك ؟
لم أقم بها أبداً من قبل .,لم أقم بها أبداً من قبل .
روح دغري لإدام وبتلائي عشمالك.,سر في خط مستقيم ، وستجدها إلى يسارك .
لم أطلب هذا الصنف من الجبن .,لم أطلب هذا الصنف من الجبن .
هل يمكنني أن أرى شيئاً آخر ؟,هل يمكنني أن أرى شيئاً آخر ؟
إيه، هيي جوا. مين عميحكي، عمول معروف؟,نعم ، هي هنا . من يتكلم ، من فضلك ؟
بعتذر ما فيي.,"آسف , لا أستطيع ."
فيي فوت مع بطاقة يورورايل؟,هل أستطيع أن أركب القطار بتذكرة اشتراك ركوب القطار الأوروبي ؟
خمسين سنت عالكلمة . غالي أكتر من ما كنت متوقع .,خمسون سنتاً للكلمة . إنه أغلى مما توقعت .
إنني أتصل بالمدير .,إنني أتصل بالمدير .
الساعة عشرة إلا عشرة.,الساعة العاشرة إلا عشرة دقائق .
شو المحطة التانية؟,ما هي المحطة القادمة ؟
عملت الحجز بطوكيو من شهر .,عملت الحجز في طوكيو منذ شهر .
بدي أكد سفرتي.,أود إعادة التأكيد على حجز الرحلة .
فيي حط هالرسالة فيه؟,هل يمكنني إرفاق هذا الخطاب فيه ؟
شكراً . هل لي أن أتحدث من السيد ياماتا من فضلك ؟,شكراً . هل لي أن أتحدث من السيد ياماتا من فضلك ؟
وهو كذلك . ستكون مقاعدك هنا .,وهو كذلك . ستكون مقاعدك هنا .
سافرت حول سيدني .,لقد تجولت في سيدني .
هوي إستاز بجامهة آي.,إنه أستاذ جامعي في جامعة ايه .
فيي اخد موعد اليوم؟,هل يمكن أن آخذ موعداً اليوم ؟
فيك تفرجيني شي غري بغير تصميم؟,هل يمكنك أن ترني أشياء أخري ذات تصميمات مختلفة .
متحف المتروبوليتان للفن منيح .,متحف الفن بالمدينة جيد .
وين في باص عوسط المدينة؟,من أين يمكنني أن أستقل حافلة إلى وسط المدينة ؟
بتفضل شي مأعد معين؟,هل لديك خيارات مفضلة في المقاعد ؟
هكذا . وأنت ؟,هكذا . وأنت ؟
بأي نوع من البرامج التلفزيونية تهتم ؟,بأي نوع من البرامج التلفزيونية تهتم ؟
هيدا بينغسل؟,هل هذه قابلة للغسل ؟
هل يمكنك تسجيل العنوان ورقم الهاتف من أجلي ، من فضلك ؟,هل يمكنك تسجيل العنوان ورقم الهاتف من أجلي ، من فضلك ؟
إنه دولار واحد يتعين أن يكون لديك الفكة الصحيحةً .,إنه دولار واحد يتعين أن يكون لديك الفكة الصحيحةً .
ما بأ بقدر إستعمل إيدي اليمين.,فقدت استخدام الذراع الأيمن .
سيكون أربعين دولاراً زائد الضرائب ، مما يجعلها ثلاثة وأربعين كلها .,سيكون أربعين دولاراً زائد الضرائب ، مما يجعلها ثلاثة وأربعين كلها .
لو سمحت اتصل علي في الأوتيل لما تلاقي شناتيي.,من فضلك اتصل بي في الفندق عندما تجد حقائبي .
بتئلي شو رمز التليفون الدولي؟,هلا أخبرتني بالرقم الكودي للاتصال باليابان ؟
حسناً . هل ستحتسي القهوة الآن أم فيما بعد ؟,حسناً . هل ستحتسي القهوة الآن أم فيما بعد ؟
هل دفعت فاتورة إقامتك في الفندق ؟,هل دفعت فاتورة إقامتك في الفندق ؟
ايمتا بنبدا؟,في أي وقت نبدأ ؟
رح فكر فيه .,سأفكر في الأمر .
أخشى أن يكون ما تطلب مني كثير جداً .,أخشى أن يكون ما تطلب مني كثير جداً .
أريد عصيراً ، من فضلك .,أريد عصيراً ، من فضلك .
وين بقدر أحمض فيلم؟,أين يمكنني طباعة الفيلم ؟
هل يمكن تأكيد ذلك عبر الهاتف ؟,هل يمكن تأكيد ذلك عبر الهاتف ؟
يروقني رقصك .,يروقني رقصك .
الساعة الثامنة ، فضلاً .,الساعة الثامنة ، فضلاً .
أعرف . هل تتذكر كم دفعت لتذكرتك ؟,أعرف . هل تتذكر كم دفعت لتذكرتك ؟
تنين همبرغر و فنجانين قهوة إذا بتريد .,اثنان همبورجر وكوبان من القهوة ، من فضلك .
هذا هو صديقي كوجي .,هذا هو صديقي كوجي .
هل هناك مشاهد مشهورة ؟,هل هناك مشاهد مشهورة ؟
هل ستبقى لثلاث ليال كما هو مخطط ؟,هل ستبقى لثلاث ليال كما هو مخطط ؟
قيي اخد دليل ياباني؟,هل لي بمرشد ياباني ؟
أدي طول الحمولة فوق هيدي البركة؟,كم من الوقت تستغرق السفينة لعبور هذا المحيط ؟
الشوفير اخد مني كتير . شو بعمل؟,تقاضى مني السائق أجرة باهظة . ماذا ينبغي علي أن أفعله ؟
التمرين كتير بيعملك ضرر .,الكثير جداً من التمارين يضر بك .
طعم هذا الخمر سيئ .,طعم هذا الخمر سيئ .
اوك ما بأثر . بتمنى ما يصير مرة ثانية .,حسنا ، جيد . أتمنى ألا يحدث ثانية .
عم فتش على شوز للركض .,أنا أبحث عن حذاء للجري .
أقترح أن تأتي في مايو أو أكتوبر حيث إنهما أفضل فصول العام .,أقترح أن تأتي في مايو أو أكتوبر حيث إنهما أفضل فصول العام .
إذا بتريد طلبلي تكسي . بدي ارجع على الاوتيل .,من فضلك استدعي لي سيارة أجرة . أريد العودة إلى الفندق .
بدي شوية بندورة، عمول معروف .,"أريد بعض الطماطم , من فضلك ."
كان هناك أيضاً بطاقاتي الائتمانية في المحفظة .,كان هناك أيضاً بطاقاتي الائتمانية في المحفظة .
أريد أن أمر بنيويورك في طريقي إلى تورونتو .,أريد أن أمر بنيويورك في طريقي إلى تورونتو .
أنا ساكن بشقة أجارها تمانين ألف ين في الشهر.,أعيش في شقة إيجارها ثمانون ألف ين في الشهر .
سأغادر يوم الجمعة التاسع والعشرين وسأعود يوم الأحد .,سأغادر يوم الجمعة التاسع والعشرين وسأعود يوم الأحد .
متأسف. رح يجهزو خلال خمس دقايق.,عفواً . ستكون جاهزة في غضون خمس دقائق .
كلا شكرا . سأذهب إلى الطبيب .,كلا شكرا . سأذهب إلى الطبيب .
عندي مشكلة . لما كنت ماشي عالطريق، انسرقت محفظتي. وين محطة البوليس؟,لدي مشكلة ، حينما كنت أسير في الشارع ، سرقت حافظة نقودي . أين يوجد قسم الشرطة ؟
أنا كن.,أنا كن .
ليس لدي المال الكاف لشراء واحدة جديدة .,ليس لدي المال الكاف لشراء واحدة جديدة .
انسرقت من شنتة الكتف تبعتي بالشارع.,سرقت حقيبتي في الشارع .
أود أن أبقى هنا لمدة يومين آخرين .,أود أن أبقى هنا لمدة يومين آخرين .
أه، وحابب أسترجع الرسوم.,أجل ، وأودّ محاسبة المطلوب هاتفياً على قيمة المكالمة .
شورايك بعشرة دولار للتلاتة؟,ماذا عن عشرة دولارات مقابل ثلاثة ؟
في مقاعد لليلة؟,هل هناك مقاعد لهذه الليلة ؟
أنا آسف ولكنني لم أسمعك بوضوح . هل يمكن أن تتهجاه ؟,أنا آسف ولكنني لم أسمعك بوضوح . هل يمكن أن تتهجاه ؟
التران من سيدني مأخر؟,هل سيتأخر القطار القادم من سيدني ؟
ما هو اسم الرسام ؟,ما هو اسم الرسام ؟
لقد كنت محظوظاً حقاً لحصولي على تذكرة هذه الليلة . فأنا لم أصل إلى المدينة حتى الساعة الثالثة عصراً .,لقد كنت محظوظاً حقاً لحصولي على تذكرة هذه الليلة . فأنا لم أصل إلى المدينة حتى الساعة الثالثة عصراً .
من فضلك اتجه يساراً عند التقاطع التالي .,من فضلك اتجه يساراً عند التقاطع التالي .
هيا نأكل غداءً بسيطاً .,هيا نأكل غداءً بسيطاً .
هل يمكنك أن تتوقف هنا ؟,هل يمكنك أن تتوقف هنا ؟
أين ذهب اسمي ؟,أين ذهب اسمي ؟
تركت معطفي هنا .,تركت معطفي هنا .
يا له من يوم جميل . هل لديكم عادة هذه الأيام الجميلة في مثل هذا الوقت من العام ؟,يا له من يوم جميل . هل لديكم عادة هذه الأيام الجميلة في مثل هذا الوقت من العام ؟
هل لك أن تغير مقعدي بآخر في القسم المسموح فيه بالتدخين ؟,هل لك أن تغير مقعدي بآخر في القسم المسموح فيه بالتدخين ؟
أوه ، شكرا . لا أعتقد أن ذلك بإمكاني . هل يمكنني الرجوع مرة أخرى ؟,أوه ، شكرا . لا أعتقد أن ذلك بإمكاني . هل يمكنني الرجوع مرة أخرى ؟
ما كان أصدي إجرح مشاعرك.,لم اقصد أن أؤذي مشاعرك .
ما بعتئد إنو سبأ والتأينا من أبل.,لا أعتقد أننا التقينا من قبل .
لا يمكنك أن تأخذ هذا الشيء إلى اليابان . إنه مدرج في اتفاقية واشنطن .,لا يمكنك أن تأخذ هذا الشيء إلى اليابان . إنه مدرج في اتفاقية واشنطن .
إزا بتريد جبلي تايلنول.,من فضلك أحضر لي تيلينول .
حبينا العشا .,استمتعنا بالعشاء .
من فضلك الفاتورة هذه الليلة .,من فضلك الفاتورة هذه الليلة .
أي وقت بيوصل عميلانو؟,متى تصل إلى ميلانو ؟
إزا بتريد، هيدا إسم اللي ما بدخنو.,"أريد قسم غير المدخنين , من فضلك ."
بدك تأمين لتغطية التصادم والمسؤولية القانونية؟,هل تريد نسبة تأمينية لكل من التصادم واحتمالية التصادم ؟
بطاقة الائتمان الخاصة بي لم تخرج من ماكينة الصرف الآلية .,بطاقة الائتمان الخاصة بي لم تخرج من ماكينة الصرف الآلية .
أين غرفة الأمتعة ؟,أين غرفة الأمتعة ؟
أديش بدك؟,ما الكمية التي تريدها ؟
"وين بقدر أشوف ""شبح الأوبرا""؟","أين يمكنني مشاهدة عَرْض "" شبح الأوبرا "" ؟"
فيي روح مشي؟  ؟,هل يمكنني أن أذهب سيراً على الأقدام ؟
أنا كتير زعلان، بس ما بحب إتشارع مع الناس.,إنني مكتئب حقاً ، ولكن لا أحب الجدال مع الأشخاص .
هل يمكنك أن تحضر لي كوبا من الماء ؟,هل يمكنك أن تحضر لي كوبا من الماء ؟
سيارتي تعطلت.,لقد تعطلت سيارتي .
وين محطة الباص اللي رايح عشيكاغو؟,أين محطة الحافلات إلى شيكاغو ؟
وين استلام أمتعة الرحلة سبعة صفر تلاتة؟,أين بيان أمتعة الرحلة سبعة صفر ثلاثة ؟
